Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos_x,Velocidad (Mbps),Accesos_y
buenos aires,25 de mayo,25 de mayo,ADSL,6854100,755 ,,
buenos aires,25 de mayo,25 de mayo,CABLEMODEM,6854100,4.600 ,,
buenos aires,25 de mayo,25 de mayo,FIBRA OPTICA,6854100,2 ,,
buenos aires,25 de mayo,25 de mayo,SATELITAL,6854100,742 ,,
buenos aires,25 de mayo,25 de mayo,WIRELESS,6854100,727 ,,
buenos aires,25 de mayo,del valle,ADSL,6854020,181 ,,
buenos aires,25 de mayo,del valle,Otros,6854020,10 ,,
buenos aires,25 de mayo,del valle,SATELITAL,6854020,1 ,,
buenos aires,25 de mayo,ernestina,ADSL,6854030,75 ,,
buenos aires,25 de mayo,gobernador ugarte,WIRELESS,6854040,181 ,,
buenos aires,25 de mayo,lucas monteverde,WIRELESS,6854050,6 ,,
buenos aires,25 de mayo,norberto de la riestra,CABLEMODEM,6854060,782 ,,
buenos aires,25 de mayo,norberto de la riestra,FIBRA OPTICA,6854060,496 ,,
buenos aires,25 de mayo,norberto de la riestra,Otros,6854060,16 ,,
buenos aires,25 de mayo,norberto de la riestra,WIRELESS,6854060,185 ,,
buenos aires,25 de mayo,pedernales,ADSL,6854070,154 ,,
buenos aires,25 de mayo,pedernales,FIBRA OPTICA,6854070,25 ,,
buenos aires,25 de mayo,pedernales,Otros,6854070,21 ,,
buenos aires,25 de mayo,pedernales,WIRELESS,6854070,7 ,,
buenos aires,9 de julio,12 de octubre,WIRELESS,6588030,19 ,,
buenos aires,9 de julio,9 de julio,ADSL,6588100,4.241 ,,
buenos aires,9 de julio,9 de julio,CABLEMODEM,6588100,3.463 ,,
buenos aires,9 de julio,9 de julio,DIAL UP,6588100,80 ,,
buenos aires,9 de julio,9 de julio,FIBRA OPTICA,6588100,6.238 ,,
buenos aires,9 de julio,9 de julio,WIRELESS,6588100,831 ,,
buenos aires,9 de julio,alfredo demarchi  (est. facundo quiroga),ADSL,6588010,450 ,,
buenos aires,9 de julio,alfredo demarchi  (est. facundo quiroga),Otros,6588010,60 ,,
buenos aires,9 de julio,dudignac,WIRELESS,6588040,474 ,,
buenos aires,9 de julio,manuel b. gonnet  (est. french),ADSL,6588060,193 ,,
buenos aires,9 de julio,manuel b. gonnet  (est. french),FIBRA OPTICA,6588060,2 ,,
buenos aires,9 de julio,manuel b. gonnet  (est. french),Otros,6588060,2 ,,
buenos aires,9 de julio,morea,WIRELESS,6588080,130 ,,
buenos aires,9 de julio,patricios,ADSL,6588110,81 ,,
buenos aires,9 de julio,patricios,WIRELESS,6588110,50 ,,
buenos aires,9 de julio,villa general fournier  (est. 9 de julio sud),FIBRA OPTICA,6588120,118 ,,
buenos aires,9 de julio,villa general fournier  (est. 9 de julio sud),WIRELESS,6588120,42 ,,
buenos aires,adolfo alsina,carhué,ADSL,6007010,766 ,,
buenos aires,adolfo alsina,carhué,DIAL UP,6007010,1 ,,
buenos aires,adolfo alsina,carhué,FIBRA OPTICA,6007010,1.417 ,,
buenos aires,adolfo alsina,carhué,Otros,6007010,1 ,,
buenos aires,adolfo alsina,carhué,WIRELESS,6007010,1.073 ,,
buenos aires,adolfo alsina,colonia san miguel arcángel,FIBRA OPTICA,6007020,208 ,,
buenos aires,adolfo alsina,esteban agustín gascón,FIBRA OPTICA,6007050,60 ,,
buenos aires,adolfo alsina,maza,FIBRA OPTICA,6007070,390 ,,
buenos aires,adolfo alsina,maza,SATELITAL,6007070,2 ,,
buenos aires,adolfo alsina,maza,WIRELESS,6007070,14 ,,
buenos aires,adolfo alsina,rivera,FIBRA OPTICA,6007080,1.309 ,,
buenos aires,adolfo gonzales chaves,adolfo gonzales chaves  (est. chaves),ADSL,6014010,464 ,,
buenos aires,adolfo gonzales chaves,adolfo gonzales chaves  (est. chaves),DIAL UP,6014010,2 ,,
buenos aires,adolfo gonzales chaves,adolfo gonzales chaves  (est. chaves),FIBRA OPTICA,6014010,943 ,,
buenos aires,adolfo gonzales chaves,adolfo gonzales chaves  (est. chaves),WIRELESS,6014010,690 ,,
buenos aires,adolfo gonzales chaves,de la garma,FIBRA OPTICA,6014020,654 ,,
buenos aires,adolfo gonzales chaves,de la garma,Otros,6014020,6 ,,
buenos aires,adolfo gonzales chaves,de la garma,WIRELESS,6014020,57 ,,
buenos aires,adolfo gonzales chaves,juan e. barra,WIRELESS,6014030,46 ,,
buenos aires,adolfo gonzales chaves,vásquez,WIRELESS,6014040,14 ,,
buenos aires,alberti,alberti   (est. andrés vaccarezza),ADSL,6021010,335 ,,
buenos aires,alberti,alberti   (est. andrés vaccarezza),DIAL UP,6021010,6 ,,
buenos aires,alberti,alberti   (est. andrés vaccarezza),FIBRA OPTICA,6021010,1 ,,
buenos aires,alberti,alberti   (est. andrés vaccarezza),WIRELESS,6021010,2 ,,
buenos aires,alberti,coronel seguí,WIRELESS,6021020,5 ,,
buenos aires,alberti,mechita,ADSL,6021030,285 ,,
buenos aires,alberti,villa ortiz  (est. coronel mom),WIRELESS,6021070,24 ,,
buenos aires,almirante brown,adrogué,ADSL,6028010,86 ,,
buenos aires,almirante brown,adrogué,CABLEMODEM,6028010,9.190 ,,
buenos aires,almirante brown,adrogué,DIAL UP,6028010,53 ,,
buenos aires,almirante brown,adrogué,FIBRA OPTICA,6028010,12.086 ,,
buenos aires,almirante brown,adrogué,Otros,6028010,2 ,,
buenos aires,almirante brown,adrogué,SATELITAL,6028010,1 ,,
buenos aires,almirante brown,adrogué,WIRELESS,6028010,26 ,,
buenos aires,almirante brown,burzaco,ADSL,6028010,39 ,,
buenos aires,almirante brown,burzaco,CABLEMODEM,6028010,15.962 ,,
buenos aires,almirante brown,burzaco,DIAL UP,6028010,35 ,,
buenos aires,almirante brown,burzaco,FIBRA OPTICA,6028010,12.081 ,,
buenos aires,almirante brown,burzaco,Otros,6028010,6 ,,
buenos aires,almirante brown,burzaco,SATELITAL,6028010,2 ,,
buenos aires,almirante brown,burzaco,WIRELESS,6028010,309 ,,
buenos aires,almirante brown,claypole,ADSL,6028010,4 ,,
buenos aires,almirante brown,claypole,CABLEMODEM,6028010,7.379 ,,
buenos aires,almirante brown,claypole,DIAL UP,6028010,3 ,,
buenos aires,almirante brown,claypole,FIBRA OPTICA,6028010,3.987 ,,
buenos aires,almirante brown,claypole,Otros,6028010,13 ,,
buenos aires,almirante brown,claypole,WIRELESS,6028010,2 ,,
buenos aires,almirante brown,don orione,CABLEMODEM,6028010,5.391 ,,
buenos aires,almirante brown,don orione,WIRELESS,6028010,1 ,,
buenos aires,almirante brown,glew,ADSL,6028010,11 ,,
buenos aires,almirante brown,glew,CABLEMODEM,6028010,8.794 ,,
buenos aires,almirante brown,glew,DIAL UP,6028010,10 ,,
buenos aires,almirante brown,glew,FIBRA OPTICA,6028010,12.012 ,,
buenos aires,almirante brown,glew,Otros,6028010,12 ,,
buenos aires,almirante brown,glew,WIRELESS,6028010,54 ,,
buenos aires,almirante brown,jose mármol,CABLEMODEM,6028010,7.243 ,,
buenos aires,almirante brown,jose mármol,DIAL UP,6028010,1 ,,
buenos aires,almirante brown,jose mármol,FIBRA OPTICA,6028010,1.605 ,,
buenos aires,almirante brown,jose mármol,Otros,6028010,2 ,,
buenos aires,almirante brown,jose mármol,WIRELESS,6028010,1 ,,
buenos aires,almirante brown,longchamps,ADSL,6028010,16 ,,
buenos aires,almirante brown,longchamps,CABLEMODEM,6028010,8.913 ,,
buenos aires,almirante brown,longchamps,DIAL UP,6028010,20 ,,
buenos aires,almirante brown,longchamps,FIBRA OPTICA,6028010,8.223 ,,
buenos aires,almirante brown,longchamps,Otros,6028010,4 ,,
buenos aires,almirante brown,longchamps,WIRELESS,6028010,1 ,,
buenos aires,almirante brown,malvinas argentinas,ADSL,6028010,1 ,,
buenos aires,almirante brown,malvinas argentinas,CABLEMODEM,6028010,4.501 ,,
buenos aires,almirante brown,malvinas argentinas,DIAL UP,6028010,3 ,,
buenos aires,almirante brown,malvinas argentinas,FIBRA OPTICA,6028010,787 ,,
buenos aires,almirante brown,malvinas argentinas,Otros,6028010,2 ,,
buenos aires,almirante brown,malvinas argentinas,WIRELESS,6028010,1 ,,
buenos aires,almirante brown,ministro rivadavia,ADSL,6028010,3 ,,
buenos aires,almirante brown,ministro rivadavia,CABLEMODEM,6028010,3.544 ,,
buenos aires,almirante brown,ministro rivadavia,DIAL UP,6028010,4 ,,
buenos aires,almirante brown,ministro rivadavia,FIBRA OPTICA,6028010,4.309 ,,
buenos aires,almirante brown,ministro rivadavia,WIRELESS,6028010,1 ,,
buenos aires,almirante brown,rafael calzada,ADSL,6028010,9 ,,
buenos aires,almirante brown,rafael calzada,CABLEMODEM,6028010,10.634 ,,
buenos aires,almirante brown,rafael calzada,DIAL UP,6028010,14 ,,
buenos aires,almirante brown,rafael calzada,FIBRA OPTICA,6028010,10.091 ,,
buenos aires,almirante brown,rafael calzada,Otros,6028010,178 ,,
buenos aires,almirante brown,rafael calzada,WIRELESS,6028010,340 ,,
buenos aires,almirante brown,san francisco solano,ADSL,6028010,3 ,,
buenos aires,almirante brown,san francisco solano,CABLEMODEM,6028010,4.227 ,,
buenos aires,almirante brown,san francisco solano,DIAL UP,6028010,4 ,,
buenos aires,almirante brown,san francisco solano,FIBRA OPTICA,6028010,4.746 ,,
buenos aires,almirante brown,san francisco solano,Otros,6028010,127 ,,
buenos aires,almirante brown,san francisco solano,WIRELESS,6028010,2 ,,
buenos aires,almirante brown,san jose,ADSL,6028010,2 ,,
buenos aires,almirante brown,san jose,CABLEMODEM,6028010,8.599 ,,
buenos aires,almirante brown,san jose,DIAL UP,6028010,1 ,,
buenos aires,almirante brown,san jose,FIBRA OPTICA,6028010,1.166 ,,
buenos aires,almirante brown,san jose,SATELITAL,6028010,3 ,,
buenos aires,almirante brown,san jose,WIRELESS,6028010,1 ,,
buenos aires,amba,otros,CABLEMODEM,Sin Datos,0 ,,
buenos aires,amba,otros,OTROS,Sin Datos,0 ,,
buenos aires,amba,otros,WIRELESS,Sin Datos,13 ,,
buenos aires,arrecifes,arrecifes,ADSL,6077010,773 ,,
buenos aires,arrecifes,arrecifes,CABLEMODEM,6077010,1.294 ,,
buenos aires,arrecifes,arrecifes,DIAL UP,6077010,12 ,,
buenos aires,arrecifes,arrecifes,FIBRA OPTICA,6077010,6.902 ,,
buenos aires,arrecifes,arrecifes,SATELITAL,6077010,1 ,,
buenos aires,arrecifes,arrecifes,WIRELESS,6077010,1.325 ,,
buenos aires,arrecifes,todd,FIBRA OPTICA,6077020,341 ,,
buenos aires,arrecifes,viña,ADSL,6077030,50 ,,
buenos aires,arrecifes,viña,WIRELESS,6077030,30 ,,
buenos aires,avellaneda,avellaneda,ADSL,6035010,903 ,,
buenos aires,avellaneda,avellaneda,CABLEMODEM,6035010,8.387 ,,
buenos aires,avellaneda,avellaneda,DIAL UP,6035010,46 ,,
buenos aires,avellaneda,avellaneda,FIBRA OPTICA,6035010,7.576 ,,
buenos aires,avellaneda,avellaneda,Otros,6035010,72 ,,
buenos aires,avellaneda,avellaneda,SATELITAL,6035010,8 ,,
buenos aires,avellaneda,avellaneda,WIRELESS,6035010,79 ,,
buenos aires,avellaneda,crucesita,ADSL,6035010,1 ,,
buenos aires,avellaneda,crucesita,CABLEMODEM,6035010,4.728 ,,
buenos aires,avellaneda,crucesita,FIBRA OPTICA,6035010,3.160 ,,
buenos aires,avellaneda,crucesita,Otros,6035010,2 ,,
buenos aires,avellaneda,dock sud,ADSL,6035010,11 ,,
buenos aires,avellaneda,dock sud,CABLEMODEM,6035010,606 ,,
buenos aires,avellaneda,dock sud,FIBRA OPTICA,6035010,1.898 ,,
buenos aires,avellaneda,dock sud,Otros,6035010,12 ,,
buenos aires,avellaneda,dock sud,WIRELESS,6035010,26 ,,
buenos aires,avellaneda,gerli,ADSL,6035010,3 ,,
buenos aires,avellaneda,gerli,CABLEMODEM,6035010,5.553 ,,
buenos aires,avellaneda,gerli,FIBRA OPTICA,6035010,4.977 ,,
buenos aires,avellaneda,pineyro,ADSL,6035010,9 ,,
buenos aires,avellaneda,pineyro,CABLEMODEM,6035010,5.475 ,,
buenos aires,avellaneda,pineyro,DIAL UP,6035010,1 ,,
buenos aires,avellaneda,pineyro,FIBRA OPTICA,6035010,2.758 ,,
buenos aires,avellaneda,sarandí,ADSL,6035010,703 ,,
buenos aires,avellaneda,sarandí,CABLEMODEM,6035010,9.148 ,,
buenos aires,avellaneda,sarandí,DIAL UP,6035010,60 ,,
buenos aires,avellaneda,sarandí,FIBRA OPTICA,6035010,13.979 ,,
buenos aires,avellaneda,sarandí,Otros,6035010,4 ,,
buenos aires,avellaneda,sarandí,SATELITAL,6035010,1 ,,
buenos aires,avellaneda,sarandí,WIRELESS,6035010,1 ,,
buenos aires,avellaneda,villa domínico,ADSL,6035010,15 ,,
buenos aires,avellaneda,villa domínico,CABLEMODEM,6035010,8.086 ,,
buenos aires,avellaneda,villa domínico,DIAL UP,6035010,2 ,,
buenos aires,avellaneda,villa domínico,FIBRA OPTICA,6035010,7.644 ,,
buenos aires,avellaneda,villa domínico,Otros,6035010,11 ,,
buenos aires,avellaneda,villa domínico,WIRELESS,6035010,600 ,,
buenos aires,avellaneda,wilde,ADSL,6035010,329 ,,
buenos aires,avellaneda,wilde,CABLEMODEM,6035010,11.682 ,,
buenos aires,avellaneda,wilde,DIAL UP,6035010,62 ,,
buenos aires,avellaneda,wilde,FIBRA OPTICA,6035010,16.887 ,,
buenos aires,avellaneda,wilde,Otros,6035010,8 ,,
buenos aires,avellaneda,wilde,WIRELESS,6035010,101 ,,
buenos aires,ayacucho,ayacucho,ADSL,6042010,1.834 ,,
buenos aires,ayacucho,ayacucho,DIAL UP,6042010,2 ,,
buenos aires,ayacucho,ayacucho,WIRELESS,6042010,142 ,,
buenos aires,ayacucho,la constancia,WIRELESS,6042020,10 ,,
buenos aires,ayacucho,solanet,WIRELESS,6042030,27 ,,
buenos aires,ayacucho,udaquiola,SATELITAL,6042040,1 ,,
buenos aires,ayacucho,udaquiola,WIRELESS,6042040,46 ,,
buenos aires,azul,azul,ADSL,6049020,1.692 ,,
buenos aires,azul,azul,CABLEMODEM,6049020,15.053 ,,
buenos aires,azul,azul,DIAL UP,6049020,48 ,,
buenos aires,azul,azul,FIBRA OPTICA,6049020,79 ,,
buenos aires,azul,azul,Otros,6049020,14 ,,
buenos aires,azul,azul,SATELITAL,6049020,2 ,,
buenos aires,azul,azul,WIRELESS,6049020,1.145 ,,
buenos aires,azul,cacharí,DIAL UP,6049030,2 ,,
buenos aires,azul,cacharí,WIRELESS,6049030,521 ,,
buenos aires,azul,chillar,SATELITAL,6049040,1 ,,
buenos aires,azul,chillar,WIRELESS,6049040,565 ,,
buenos aires,bahía blanca,bahía blanca,ADSL,6056010,3.774 ,,
buenos aires,bahía blanca,bahía blanca,CABLEMODEM,6056010,103.297 ,,
buenos aires,bahía blanca,bahía blanca,DIAL UP,6056010,388 ,,
buenos aires,bahía blanca,bahía blanca,FIBRA OPTICA,6056010,15.511 ,,
buenos aires,bahía blanca,bahía blanca,Otros,6056010,64 ,,
buenos aires,bahía blanca,bahía blanca,SATELITAL,6056010,8 ,,
buenos aires,bahía blanca,bahía blanca,WIRELESS,6056010,2.764 ,,
buenos aires,bahía blanca,cabildo,CABLEMODEM,6056020,193 ,,
buenos aires,bahía blanca,cabildo,DIAL UP,6056020,4 ,,
buenos aires,bahía blanca,cabildo,FIBRA OPTICA,6056020,210 ,,
buenos aires,bahía blanca,cabildo,Otros,6056020,2 ,,
buenos aires,bahía blanca,cabildo,WIRELESS,6056020,66 ,,
buenos aires,bahía blanca,general daniel cerri  (est. general cerri),ADSL,6056030,320 ,,
buenos aires,bahía blanca,general daniel cerri  (est. general cerri),CABLEMODEM,6056030,1.678 ,,
buenos aires,bahía blanca,general daniel cerri  (est. general cerri),DIAL UP,6056030,1 ,,
buenos aires,bahía blanca,general daniel cerri  (est. general cerri),FIBRA OPTICA,6056030,2 ,,
buenos aires,bahía blanca,general daniel cerri  (est. general cerri),WIRELESS,6056030,15 ,,
buenos aires,bahía blanca,ingeniero white,FIBRA OPTICA,6056020,1 ,,
buenos aires,bahía blanca,ingeniero white,SATELITAL,6056020,3 ,,
buenos aires,balcarce,balcarce,ADSL,6063010,1.347 ,,
buenos aires,balcarce,balcarce,CABLEMODEM,6063010,11.898 ,,
buenos aires,balcarce,balcarce,DIAL UP,6063010,36 ,,
buenos aires,balcarce,balcarce,FIBRA OPTICA,6063010,45 ,,
buenos aires,balcarce,balcarce,Otros,6063010,9 ,,
buenos aires,balcarce,balcarce,WIRELESS,6063010,883 ,,
buenos aires,balcarce,los pinos,Otros,6063020,9 ,,
buenos aires,balcarce,los pinos,WIRELESS,6063020,30 ,,
buenos aires,balcarce,napaleofú,FIBRA OPTICA,6063030,15 ,,
buenos aires,balcarce,napaleofú,WIRELESS,6063030,107 ,,
buenos aires,balcarce,ramos otero,WIRELESS,6063040,8 ,,
buenos aires,balcarce,san agustín,Otros,6063050,3 ,,
buenos aires,balcarce,san agustín,WIRELESS,6063050,72 ,,
buenos aires,balcarce,villa laguna la brava,WIRELESS,6063060,42 ,,
buenos aires,baradero,baradero,ADSL,6070010,861 ,,
buenos aires,baradero,baradero,CABLEMODEM,6070010,7.532 ,,
buenos aires,baradero,baradero,FIBRA OPTICA,6070010,85 ,,
buenos aires,baradero,baradero,SATELITAL,6070010,2 ,,
buenos aires,baradero,baradero,WIRELESS,6070010,827 ,,
buenos aires,baradero,irineo portela,FIBRA OPTICA,6070020,1 ,,
buenos aires,baradero,irineo portela,WIRELESS,6070020,78 ,,
buenos aires,baradero,santa coloma,WIRELESS,6070030,55 ,,
buenos aires,baradero,villa alsina  (est. alsina),ADSL,6070040,91 ,,
buenos aires,baradero,villa alsina  (est. alsina),Otros,6070040,10 ,,
buenos aires,baradero,villa alsina  (est. alsina),WIRELESS,6070040,248 ,,
buenos aires,benito juárez,barker,DIAL UP,6084010,1 ,,
buenos aires,benito juárez,barker,FIBRA OPTICA,6084010,10 ,,
buenos aires,benito juárez,barker,SATELITAL,6084010,2 ,,
buenos aires,benito juárez,barker,WIRELESS,6084010,70 ,,
buenos aires,benito juárez,benito juárez  (est. juárez),ADSL,6084020,650 ,,
buenos aires,benito juárez,benito juárez  (est. juárez),DIAL UP,6084020,20 ,,
buenos aires,benito juárez,benito juárez  (est. juárez),FIBRA OPTICA,6084020,563 ,,
buenos aires,benito juárez,benito juárez  (est. juárez),Otros,6084020,4 ,,
buenos aires,benito juárez,benito juárez  (est. juárez),SATELITAL,6084020,1 ,,
buenos aires,benito juárez,benito juárez  (est. juárez),WIRELESS,6084020,147 ,,
buenos aires,benito juárez,lópez,FIBRA OPTICA,6084030,4 ,,
buenos aires,benito juárez,lópez,WIRELESS,6084030,12 ,,
buenos aires,benito juárez,villa cacique  (est. alfredo fortabat),FIBRA OPTICA,6084050,20 ,,
buenos aires,benito juárez,villa cacique  (est. alfredo fortabat),SATELITAL,6084050,1 ,,
buenos aires,benito juárez,villa cacique  (est. alfredo fortabat),WIRELESS,6084050,100 ,,
buenos aires,berazategui,berazategui,ADSL,6091010,247 ,,
buenos aires,berazategui,berazategui,CABLEMODEM,6091010,15.969 ,,
buenos aires,berazategui,berazategui,DIAL UP,6091010,38 ,,
buenos aires,berazategui,berazategui,FIBRA OPTICA,6091010,29.692 ,,
buenos aires,berazategui,berazategui,Otros,6091010,15 ,,
buenos aires,berazategui,berazategui,SATELITAL,6091010,4 ,,
buenos aires,berazategui,berazategui,WIRELESS,6091010,49 ,,
buenos aires,berazategui,berazategui oeste,ADSL,6091010,16 ,,
buenos aires,berazategui,berazategui oeste,CABLEMODEM,6091010,143 ,,
buenos aires,berazategui,berazategui oeste,FIBRA OPTICA,6091010,15.952 ,,
buenos aires,berazategui,carlos tomás sourigues,ADSL,6091010,1 ,,
buenos aires,berazategui,carlos tomás sourigues,CABLEMODEM,6091010,1.291 ,,
buenos aires,berazategui,carlos tomás sourigues,FIBRA OPTICA,6091010,2.002 ,,
buenos aires,berazategui,centro agrícola el pato,ADSL,6091010,1.340 ,,
buenos aires,berazategui,centro agrícola el pato,CABLEMODEM,6091010,2.262 ,,
buenos aires,berazategui,centro agrícola el pato,FIBRA OPTICA,6091010,672 ,,
buenos aires,berazategui,centro agrícola el pato,WIRELESS,6091010,16 ,,
buenos aires,berazategui,guillermo e. hudson,ADSL,6091010,67 ,,
buenos aires,berazategui,guillermo e. hudson,CABLEMODEM,6091010,5.749 ,,
buenos aires,berazategui,guillermo e. hudson,DIAL UP,6091010,2 ,,
buenos aires,berazategui,guillermo e. hudson,FIBRA OPTICA,6091010,10.092 ,,
buenos aires,berazategui,guillermo e. hudson,Otros,6091010,1 ,,
buenos aires,berazategui,juan maría gutierrez,ADSL,6091010,94 ,,
buenos aires,berazategui,juan maría gutierrez,CABLEMODEM,6091010,1.904 ,,
buenos aires,berazategui,juan maría gutierrez,DIAL UP,6091010,2 ,,
buenos aires,berazategui,juan maría gutierrez,FIBRA OPTICA,6091010,5.644 ,,
buenos aires,berazategui,juan maría gutierrez,WIRELESS,6091010,90 ,,
buenos aires,berazategui,pereyra,CABLEMODEM,6091010,240 ,,
buenos aires,berazategui,pereyra,DIAL UP,6091010,1 ,,
buenos aires,berazategui,pereyra,FIBRA OPTICA,6091010,431 ,,
buenos aires,berazategui,plátanos,CABLEMODEM,6091010,1.658 ,,
buenos aires,berazategui,plátanos,FIBRA OPTICA,6091010,2.370 ,,
buenos aires,berazategui,plátanos,Otros,6091010,1 ,,
buenos aires,berazategui,ranelagh,ADSL,6091010,10 ,,
buenos aires,berazategui,ranelagh,CABLEMODEM,6091010,2.807 ,,
buenos aires,berazategui,ranelagh,DIAL UP,6091010,13 ,,
buenos aires,berazategui,ranelagh,FIBRA OPTICA,6091010,7.837 ,,
buenos aires,berazategui,ranelagh,SATELITAL,6091010,1 ,,
buenos aires,berazategui,villa españa,ADSL,6091010,1 ,,
buenos aires,berazategui,villa españa,CABLEMODEM,6091010,986 ,,
buenos aires,berazategui,villa españa,FIBRA OPTICA,6091010,2.376 ,,
buenos aires,berisso,barrio el carmen (este),FIBRA OPTICA,6098010,132 ,,
buenos aires,berisso,barrio el carmen (este),WIRELESS,6098010,250 ,,
buenos aires,berisso,berisso,ADSL,6098010,3.116 ,,
buenos aires,berisso,berisso,CABLEMODEM,6098010,14.608 ,,
buenos aires,berisso,berisso,DIAL UP,6098010,21 ,,
buenos aires,berisso,berisso,FIBRA OPTICA,6098010,7.667 ,,
buenos aires,berisso,berisso,Otros,6098010,6 ,,
buenos aires,berisso,berisso,WIRELESS,6098010,413 ,,
buenos aires,berisso,villa arguello,FIBRA OPTICA,6098010,132 ,,
buenos aires,berisso,villa arguello,WIRELESS,6098010,250 ,,
buenos aires,berisso,villa nueva,FIBRA OPTICA,6098010,132 ,,
buenos aires,berisso,villa nueva,WIRELESS,6098010,250 ,,
buenos aires,berisso,villa progreso,FIBRA OPTICA,6098010,132 ,,
buenos aires,berisso,villa progreso,WIRELESS,6098010,250 ,,
buenos aires,bolívar,hale,ADSL,6105010,10 ,,
buenos aires,bolívar,juan f. ibarra,FIBRA OPTICA,6105020,1 ,,
buenos aires,bolívar,otros,CABLEMODEM,Sin Datos,1 ,,
buenos aires,bolívar,otros,FIBRA OPTICA,Sin Datos,1 ,,
buenos aires,bolívar,pirovano,Otros,6105050,50 ,,
buenos aires,bolívar,pirovano,WIRELESS,6105050,45 ,,
buenos aires,bolívar,san carlos de bolívar  (est. bolívar),ADSL,6105060,727 ,,
buenos aires,bolívar,san carlos de bolívar  (est. bolívar),CABLEMODEM,6105060,5.123 ,,
buenos aires,bolívar,san carlos de bolívar  (est. bolívar),DIAL UP,6105060,2 ,,
buenos aires,bolívar,san carlos de bolívar  (est. bolívar),FIBRA OPTICA,6105060,10 ,,
buenos aires,bolívar,san carlos de bolívar  (est. bolívar),SATELITAL,6105060,1 ,,
buenos aires,bolívar,san carlos de bolívar  (est. bolívar),WIRELESS,6105060,255 ,,
buenos aires,bolívar,urdampilleta,DIAL UP,6105070,5 ,,
buenos aires,bolívar,urdampilleta,FIBRA OPTICA,6105070,2 ,,
buenos aires,bolívar,urdampilleta,WIRELESS,6105070,71 ,,
buenos aires,bragado,bragado,ADSL,6112010,500 ,,
buenos aires,bragado,bragado,CABLEMODEM,6112010,2.810 ,,
buenos aires,bragado,bragado,DIAL UP,6112010,10 ,,
buenos aires,bragado,bragado,FIBRA OPTICA,6112010,246 ,,
buenos aires,bragado,bragado,WIRELESS,6112010,212 ,,
buenos aires,bragado,comodoro py,FIBRA OPTICA,6112020,220 ,,
buenos aires,bragado,comodoro py,WIRELESS,6112020,2 ,,
buenos aires,bragado,general o'brien,ADSL,6112030,321 ,,
buenos aires,bragado,general o'brien,FIBRA OPTICA,6112030,83 ,,
buenos aires,bragado,general o'brien,WIRELESS,6112030,36 ,,
buenos aires,bragado,irala,CABLEMODEM,6112040,2 ,,
buenos aires,bragado,irala,WIRELESS,6112040,22 ,,
buenos aires,bragado,mechita (est. mecha),ADSL,6112070,10 ,,
buenos aires,bragado,mechita (est. mecha),CABLEMODEM,6112070,8 ,,
buenos aires,bragado,mechita (est. mecha),WIRELESS,6112070,8 ,,
buenos aires,bragado,olascoaga,WIRELESS,6112080,40 ,,
buenos aires,bragado,warnes,ADSL,6112090,135 ,,
buenos aires,bragado,warnes,Otros,6112090,9 ,,
buenos aires,bragado,warnes,WIRELESS,6112090,7 ,,
buenos aires,brandsen,coronel brandsen,ADSL,6119050,1.250 ,,
buenos aires,brandsen,coronel brandsen,CABLEMODEM,6119050,420 ,,
buenos aires,brandsen,coronel brandsen,DIAL UP,6119050,1 ,,
buenos aires,brandsen,coronel brandsen,FIBRA OPTICA,6119050,3.400 ,,
buenos aires,brandsen,coronel brandsen,Otros,6119050,1 ,,
buenos aires,brandsen,coronel brandsen,WIRELESS,6119050,1.208 ,,
buenos aires,brandsen,jeppener,ADSL,6119070,815 ,,
buenos aires,brandsen,jeppener,FIBRA OPTICA,6119070,2 ,,
buenos aires,campana,alto los cardales,FIBRA OPTICA,6126010,276 ,,
buenos aires,campana,alto los cardales,WIRELESS,6126010,41 ,,
buenos aires,campana,barrio los pioneros,WIRELESS,6126020,60 ,,
buenos aires,campana,campana,ADSL,6126030,604 ,,
buenos aires,campana,campana,CABLEMODEM,6126030,18.599 ,,
buenos aires,campana,campana,DIAL UP,6126030,1 ,,
buenos aires,campana,campana,FIBRA OPTICA,6126030,11.643 ,,
buenos aires,campana,campana,Otros,6126030,18 ,,
buenos aires,campana,campana,SATELITAL,6126030,3 ,,
buenos aires,campana,campana,WIRELESS,6126030,44 ,,
buenos aires,campana,chacras del río luján,WIRELESS,6126035,35 ,,
buenos aires,campana,lomas del río luján (est. río luján),CABLEMODEM,6126040,55 ,,
buenos aires,cañuelas,alejandro petión,ADSL,6134010,102 ,,
buenos aires,cañuelas,alejandro petión,CABLEMODEM,6134010,905 ,,
buenos aires,cañuelas,alejandro petión,DIAL UP,6134010,7 ,,
buenos aires,cañuelas,alejandro petión,WIRELESS,6134010,41 ,,
buenos aires,cañuelas,barrio belgrano-máximo paz,WIRELESS,6134030,48 ,,
buenos aires,cañuelas,barrio el taladro,FIBRA OPTICA,6134020,223 ,,
buenos aires,cañuelas,cañuelas,ADSL,6134030,909 ,,
buenos aires,cañuelas,cañuelas,CABLEMODEM,6134030,4.963 ,,
buenos aires,cañuelas,cañuelas,DIAL UP,6134030,30 ,,
buenos aires,cañuelas,cañuelas,FIBRA OPTICA,6134030,2.420 ,,
buenos aires,cañuelas,cañuelas,SATELITAL,6134030,1 ,,
buenos aires,cañuelas,cañuelas,WIRELESS,6134030,526 ,,
